iter	Passed	Remaining
261	3521	9918
262	3535	9907
263	3546	9886
264	3557	9867
265	3570	9851
266	3584	9841
267	3596	9823
268	3610	9812
269	3623	9796
270	3635	9779
271	3648	9764
272	3661	9751
273	3674	9735
274	3687	9721
275	3699	9704
276	3712	9689
277	3725	9674
278	3737	9658
279	3749	9641
280	3761	9625
281	3776	9614
282	3790	9602
283	3802	9586
284	3814	9570
285	3826	9553
286	3838	9536
287	3850	9518
288	3862	9502
289	3874	9486
290	3888	9473
291	3902	9462
292	3914	9444
293	3926	9429
294	3938	9411
295	3950	9395
296	3961	9377
297	3974	9361
298	3986	9345
299	3999	9332
300	4012	9316
301	4024	9300
302	4036	9286
303	4050	9272
304	4062	9257
305	4075	9242
306	4087	9226
307	4099	9210
308	4112	9197
309	4125	9182
310	4138	9169
311	4151	9154
312	4163	9138
313	4175	9121
314	4187	9105
315	4199	9090
316	4211	9074
317	4225	9062
318	4237	9045
319	4251	9034
320	4264	9020
321	4278	9008
322	4291	8995
323	4304	8981
324	4316	8965
325	4329	8950
326	4343	8939
327	4356	8925
328	4368	8909
329	4381	8895
330	4392	8878
331	4404	8861
332	4415	8844
333	4428	8829
334	4440	8815
335	4453	8801
336	4464	8782
337	4477	8769
338	4492	8759
339	4505	8745
340	4517	8730
341	4531	8717
342	4544	8703
343	4557	8690
344	4570	8677
345	4583	8663
346	4597	8652
347	4611	8639
348	4624	8625
349	4636	8610
350	4647	8593
351	4659	8577
352	4672	8563
353	4683	8547
354	4695	8530
355	4708	8516
356	4719	8501
357	4731	8485
358	4743	8469
359	4755	8454
360	4768	8440
361	4779	8422
362	4791	8407
363	4802	8390
364	4817	8380
365	4828	8364
366	4841	8351
367	4854	8336
368	4866	8321
369	4879	8308
370	4891	8292
371	4901	8274
372	4914	8260
373	4926	8246
374	4939	8232
375	4951	8217
376	4964	8203
377	4977	8190
378	4988	8173
379	5000	8158
380	5012	8143
381	5024	8129
382	5037	8115
383	5049	8099
384	5059	8082
385	5070	8066
386	5081	8049
387	5097	8040
388	5110	8026
389	5122	8011
390	5135	7998
391	5146	7982
392	5159	7969
393	5172	7956
394	5186	7944
395	5201	7933
396	5213	7919
397	5225	7904
398	5237	7888
399	5250	7875
400	5262	7861
401	5276	7849
402	5290	7837
403	5305	7826
404	5317	7811
405	5329	7797
406	5342	7784
407	5353	7767
408	5365	7753
409	5377	7737
410	5389	7724
411	5403	7711
412	5417	7699
413	5430	7686
414	5442	7671
415	5455	7658
416	5466	7643
417	5479	7628
418	5490	7613
419	5503	7599
420	5516	7587
421	5529	7574
422	5542	7560
423	5554	7545
424	5566	7531
425	5579	7517
426	5591	7502
427	5604	7490
428	5616	7475
429	5629	7462
430	5642	7449
431	5654	7434
432	5665	7419
433	5677	7404
434	5690	7390
435	5703	7377
436	5715	7363
437	5728	7350
438	5739	7334
439	5751	7319
440	5761	7303
441	5772	7287
442	5784	7273
443	5795	7257
444	5810	7246
445	5822	7232
446	5835	7218
447	5847	7204
448	5860	7192
449	5876	7181
450	5889	7169
451	5901	7154
452	5913	7140
453	5925	7126
454	5936	7110
455	5949	7097
456	5962	7084
457	5973	7068
458	5985	7054
459	5997	7040
460	6009	7026
461	6022	7013
462	6034	6998
463	6047	6985
464	6058	6970
465	6071	6957
466	6085	6945
467	6101	6936
468	6112	6920
469	6123	6905
470	6134	6890
471	6147	6876
472	6160	6863
473	6172	6849
474	6182	6833
475	6194	6819
476	6207	6805
477	6219	6791
478	6233	6779
479	6246	6766
480	6258	6753
481	6267	6735
482	6280	6722
483	6292	6708
484	6303	6693
485	6315	6679
486	6327	6665
487	6339	6651
488	6350	6636
489	6363	6623
490	6377	6610
491	6388	6596
492	6400	6582
493	6412	6568
494	6426	6556
495	6438	6542
496	6452	6530
497	6464	6516
498	6475	6501
499	6488	6488
500	6499	6473
501	6511	6459
502	6523	6445
503	6534	6430
504	6547	6418
505	6561	6405
506	6574	6392
507	6586	6378
508	6600	6367
509	6611	6352
510	6624	6339
511	6635	6324
512	6649	6312
513	6662	6299
514	6674	6285
515	6687	6272
516	6698	6258
517	6710	6244
518	6723	6231
519	6734	6216
520	6747	6203
521	6761	6191
522	6774	6178
523	6788	6166
524	6800	6152
525	6813	6139
526	6824	6124
527	6836	6111
528	6849	6098
529	6861	6084
530	6873	6070
531	6885	6057
532	6899	6045
533	6912	6032
534	6924	6018
535	6935	6003
536	6947	5990
537	6961	5977
538	6974	5964
539	6987	5951
540	7000	5939
541	7012	5925
542	7023	5910
543	7034	5896
544	7046	5882
545	7059	5870
546	7073	5857
547	7085	5844
548	7097	5830
549	7110	5817
550	7122	5803
551	7135	5790
552	7147	5777
553	7157	5762
554	7168	5747
555	7180	5734
556	7193	5721
557	7204	5706
558	7217	5694
559	7231	5682
560	7245	5669
561	7260	5658
562	7274	5646
563	7287	5633
564	7300	5620
565	7313	5608
566	7325	5594
567	7337	5580
568	7350	5567
569	7363	5554
570	7375	5541
571	7387	5527
572	7400	5515
573	7413	5502
574	7427	5489
575	7440	5477
576	7452	5463
577	7464	5449
578	7476	5436
579	7489	5423
580	7501	5410
581	7514	5397
582	7526	5383
583	7539	5370
584	7552	5357
585	7563	5343
586	7575	5330
587	7588	5317
588	7601	5303
589	7615	5291
590	7628	5279
591	7642	5266
592	7653	5253
593	7665	5239
594	7676	5225
595	7689	5212
596	7699	5197
597	7711	5184
598	7723	5170
599	7737	5158
600	7750	5145
601	7764	5133
602	7775	5119
603	7786	5105
604	7799	5092
605	7809	5077
606	7821	5064
607	7834	5050
608	7845	5037
609	7859	5024
610	7872	5012
611	7886	4999
612	7898	4986
613	7910	4973
614	7923	4959
615	7933	4945
616	7944	4931
617	7958	4919
618	7972	4906
619	7984	4893
620	7996	4880
621	8007	4866
622	8019	4853
623	8032	4839
624	8044	4826
625	8057	4813
626	8071	4801
627	8084	4788
628	8097	4776
629	8109	4762
630	8122	4749
631	8133	4735
632	8145	4722
633	8157	4709
634	8171	4696
635	8186	4685
636	8200	4672
637	8212	4660
638	8225	4646
639	8237	4633
640	8249	4620
641	8262	4607
642	8273	4593
643	8286	4580
644	8299	4567
645	8311	4554
646	8322	4540
647	8335	4527
648	8347	4514
649	8357	4500
650	8371	4487
651	8387	4476
652	8402	4465
653	8418	4453
654	8439	4445
655	8458	4435
656	8474	4424
657	8487	4411
658	8498	4397
659	8510	4384
660	8521	4370
661	8534	4357
662	8548	4345
663	8562	4332
664	8574	4319
665	8586	4306
666	8599	4293
667	8612	4280
668	8625	4267
669	8637	4254
670	8652	4242
671	8664	4229
672	8678	4216
673	8692	4204
674	8704	4191
675	8716	4177
676	8728	4164
677	8740	4151
678	8753	4138
679	8765	4124
680	8778	4111
681	8791	4099
682	8803	4086
683	8816	4073
684	8827	4059
685	8839	4045
686	8851	4032
687	8864	4019
688	8877	4007
689	8889	3993
690	8901	3980
691	8914	3967
692	8927	3954
693	8939	3941
694	8951	3928
695	8963	3915
696	8975	3901
697	8988	3889
698	9001	3876
699	9014	3863
700	9026	3850
701	9038	3836
702	9050	3823
703	9062	3810
704	9072	3796
705	9083	3782
706	9095	3769
707	9108	3756
708	9120	3743
709	9133	3730
710	9145	3717
711	9158	3704
712	9171	3691
713	9181	3677
714	9192	3664
715	9203	3650
716	9217	3638
717	9228	3624
718	9241	3611
719	9252	3598
720	9265	3585
721	9277	3572
722	9289	3558
723	9300	3545
724	9313	3532
725	9324	3519
726	9335	3505
727	9345	3491
728	9356	3478
729	9365	3463
730	9374	3449
731	9386	3436
732	9398	3423
733	9410	3410
734	9421	3396
735	9430	3382
736	9442	3369
737	9453	3356
738	9464	3342
739	9476	3329
740	9489	3316
741	9499	3302
742	9511	3289
743	9522	3276
744	9533	3263
745	9544	3249
746	9555	3236
747	9566	3222
748	9578	3209
749	9589	3196
750	9601	3183
751	9613	3170
752	9624	3157
753	9636	3144
754	9649	3131
755	9659	3117
756	9671	3104
757	9683	3091
758	9697	3079
759	9710	3066
760	9722	3053
761	9734	3040
762	9743	3026
763	9755	3013
764	9765	2999
765	9777	2986
766	9790	2974
767	9802	2961
768	9813	2947
769	9826	2935
770	9838	2922
771	9849	2908
772	9861	2895
773	9874	2883
774	9884	2869
775	9896	2856
776	9907	2843
777	9920	2830
778	9933	2818
779	9943	2804
780	9956	2791
781	9967	2778
782	9979	2765
783	9991	2752
784	10004	2740
785	10017	2727
786	10029	2714
787	10040	2701
788	10052	2688
789	10064	2675
790	10075	2662
791	10087	2649
792	10099	2636
793	10109	2622
794	10120	2609
795	10131	2596
796	10143	2583
797	10155	2570
798	10169	2558
799	10181	2545
800	10193	2532
801	10204	2519
802	10217	2506
803	10230	2494
804	10243	2481
805	10255	2468
806	10269	2455
807	10282	2443
808	10294	2430
809	10305	2417
810	10317	2404
811	10329	2391
812	10340	2378
813	10352	2365
814	10364	2352
815	10377	2339
816	10389	2327
817	10402	2314
818	10414	2301
819	10428	2289
820	10441	2276
821	10453	2263
822	10466	2251
823	10479	2238
824	10491	2225
825	10502	2212
826	10514	2199
827	10527	2186
828	10537	2173
829	10549	2160
830	10561	2147
831	10572	2134
832	10581	2121
833	10595	2108
834	10608	2096
835	10620	2083
836	10630	2070
837	10642	2057
838	10653	2044
839	10664	2031
840	10676	2018
841	10688	2005
842	10698	1992
843	10708	1979
844	10721	1966
845	10733	1953
846	10745	1940
847	10760	1928
848	10773	1916
849	10786	1903
850	10798	1890
851	10810	1877
852	10822	1865
853	10834	1852
854	10847	1839
855	10862	1827
856	10875	1814
857	10888	1802
858	10900	1789
859	10912	1776
860	10924	1763
861	10936	1750
862	10948	1738
863	10960	1725
864	10972	1712
865	10982	1699
866	10992	1686
867	11003	1673
868	11015	1660
869	11026	1647
870	11038	1634
871	11051	1622
872	11060	1609
873	11073	1596
874	11084	1583
875	11099	1571
876	11111	1558
877	11123	1545
878	11134	1532
879	11147	1520
880	11159	1507
881	11171	1494
882	11183	1481
883	11198	1469
884	11211	1456
885	11223	1444
886	11234	1431
887	11245	1418
888	11257	1405
889	11269	1392
890	11280	1380
891	11292	1367
892	11303	1354
893	11315	1341
894	11329	1329
895	11340	1316
896	11353	1303
897	11365	1291
898	11378	1278
899	11391	1265
900	11403	1252
901	11414	1240
902	11429	1227
903	11441	1215
904	11456	1202
905	11468	1189
906	11480	1177
907	11493	1164
908	11505	1151
909	11518	1139
910	11530	1126
911	11542	1113
912	11557	1101
913	11570	1088
914	11582	1075
915	11593	1063
916	11606	1050
917	11618	1037
918	11630	1025
919	11641	1012
920	11654	999
921	11666	986
922	11678	974
923	11690	961
924	11701	948
925	11714	936
926	11727	923
927	11739	910
928	11751	898
929	11763	885
930	11776	872
931	11789	860
932	11802	847
933	11813	834
934	11825	822
935	11837	809
936	11850	796
937	11863	784
938	11875	771
939	11887	758
940	11899	746
941	11912	733
942	11924	720
943	11934	707
944	11946	695
945	11957	682
946	11968	669
947	11982	657
948	11994	644
949	12008	632
950	12022	619
951	12035	606
952	12047	594
953	12060	581
954	12073	568
955	12085	556
956	12095	543
957	12106	530
958	12119	518
959	12132	505
960	12144	492
961	12156	480
962	12169	467
963	12181	454
964	12194	442
965	12205	429
966	12218	416
967	12230	404
968	12241	391
969	12252	378
970	12264	366
971	12274	353
972	12286	340
973	12298	328
974	12310	315
975	12323	303
976	12334	290
977	12346	277
978	12360	265
979	12373	252
980	12386	239
981	12397	227
982	12409	214
983	12421	201
984	12432	189
985	12444	176
986	12455	164
987	12467	151
988	12478	138
989	12491	126
990	12503	113
991	12515	100
992	12526	88
993	12538	75
994	12549	63
995	12562	50
996	12574	37
997	12587	25
998	12598	12
999	12609	0
